# TOTAL_GENES = 18236
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_VARIABLES = LGE_2 (set)
VARIABLE       TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
LGE_2           SET      1    1017      0.14528      0.03334     0.037919   6.3976e-05
skene_InN       SET      1    1328      0.11109     0.028867     0.032925   0.00037134
LGE_2           SET      2    1017      0.14178     0.032535     0.037899   9.2049e-05
skene_MSN       SET      2    1355      0.15179      0.03981     0.032088   1.1303e-06
LGE_2           SET      3    1017      0.14699     0.033731     0.037915   5.3133e-05
CGE_1           SET      3    1000       0.1065     0.024247     0.036793    0.0019005
LGE_2           SET      4    1017      0.14399     0.033042     0.038141   8.0284e-05
CGE_2           SET      4     980     0.082006     0.018493     0.036999     0.013337
LGE_2           SET      5    1017       0.1049     0.024073     0.039591    0.0040337
LGE_1           SET      5    1048      0.16499     0.038399     0.038779   1.0538e-05
LGE_2           SET      6    1017      0.11027     0.025305     0.040473    0.0032236
LGE_4           SET      6     990      0.12497     0.028318     0.040359   0.00098054
LGE_2           SET      7    1017      0.12762     0.029287     0.038319    0.0004344
MGE_2           SET      7    1124      0.15826     0.038061     0.036336   6.6846e-06
LGE_2           SET      8    1017      0.14405     0.033056     0.038068   7.7488e-05
MGE_3           SET      8    1017     0.093707     0.021504     0.037501     0.006236
