# TOTAL_GENES = 17957
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_VARIABLES = LGE_4 (set)
VARIABLE       TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
LGE_4           SET      1     984     0.094508     0.021509     0.036661     0.004975
skene_InN       SET      1    1324     0.091661     0.023955      0.03081    0.0014669
LGE_4           SET      2     984     0.081783     0.018613     0.036872     0.013284
skene_MSN       SET      2    1354      0.13274     0.035049     0.031025   9.4649e-06
LGE_4           SET      3     984     0.096327     0.021923     0.036661     0.004304
CGE_1           SET      3     992     0.082577     0.018865     0.035044    0.0092327
LGE_4           SET      4     984     0.085718     0.019509      0.03695      0.01018
CGE_2           SET      4     973      0.11372     0.025744     0.036126   0.00082427
LGE_4           SET      5     984     0.070328     0.016006     0.038242     0.032966
LGE_1           SET      5    1042      0.10686     0.024984     0.037167    0.0020219
LGE_4           SET      6     984     0.074648     0.016989     0.039245     0.028587
LGE_2           SET      6    1012     0.076127     0.017556     0.038856     0.025054
LGE_4           SET      7     984     0.059535      0.01355     0.037696     0.057139
MGE_2           SET      7    1121      0.17002     0.041133     0.036494   1.6031e-06
LGE_4           SET      8     984     0.089395     0.020345      0.03694    0.0077653
MGE_3           SET      8    1014     0.089956     0.020765       0.0359    0.0061146
