# TOTAL_GENES = 18372
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_VARIABLES = LGE_2 (set)
VARIABLE       TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
LGE_2           SET      1    1020     0.098354     0.022523     0.038286    0.0051075
skene_InN       SET      1    1331     0.071214     0.018461     0.034829     0.020457
LGE_2           SET      2    1020     0.088677     0.020307     0.038335     0.010366
skene_MSN       SET      2    1355      0.13597     0.035538      0.03288   1.7867e-05
LGE_2           SET      3    1020     0.095391     0.021844     0.038267    0.0063456
CGE_1           SET      3    1003      0.12443      0.02827     0.039626   0.00084651
LGE_2           SET      4    1020     0.091206     0.020886     0.038473    0.0088872
CGE_2           SET      4     981      0.10746      0.02416     0.039473    0.0032463
LGE_2           SET      5    1020     0.068792     0.015753     0.040205     0.043552
LGE_1           SET      5    1050      0.11373     0.026401     0.040307    0.0023941
LGE_2           SET      6    1020     0.057773      0.01323     0.041836     0.083667
LGE_4           SET      6     992      0.11531     0.026063     0.042308    0.0032146
LGE_2           SET      7    1020     0.082743     0.018948     0.038808      0.01651
MGE_2           SET      7    1125      0.11224      0.02691     0.036485    0.0010509
LGE_2           SET      8    1020     0.092062     0.021082      0.03847    0.0083624
MGE_3           SET      8    1018     0.099787      0.02283     0.038896    0.0051582
