# TOTAL_GENES = 17957
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_VARIABLES = LGE_2 (set)
VARIABLE       TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
LGE_2           SET      1    1012     0.095682     0.022066     0.036281    0.0041828
skene_InN       SET      1    1324     0.092078     0.024064     0.030795    0.0013969
LGE_2           SET      2    1012     0.089887     0.020729      0.03631    0.0066567
skene_MSN       SET      2    1354      0.13554     0.035789     0.030858   5.6383e-06
LGE_2           SET      3    1012     0.097227     0.022422     0.036284    0.0036886
CGE_1           SET      3     992      0.08296     0.018953      0.03503    0.0089419
LGE_2           SET      4    1012     0.087869     0.020264     0.036508    0.0080515
CGE_2           SET      4     973      0.11457     0.025936     0.036051   0.00074324
LGE_2           SET      5    1012     0.071078     0.016392     0.037876     0.030296
LGE_1           SET      5    1042      0.10637      0.02487     0.037179    0.0021139
LGE_2           SET      6    1012     0.076127     0.017556     0.038856     0.025054
LGE_4           SET      6     984     0.074648     0.016989     0.039245     0.028587
LGE_2           SET      7    1012     0.072245     0.016661      0.03675     0.024667
MGE_2           SET      7    1121      0.17179     0.041562     0.035934   8.8098e-07
LGE_2           SET      8    1012     0.090462     0.020862     0.036541    0.0066555
MGE_3           SET      8    1014     0.090244     0.020831     0.035868    0.0059387
