# TOTAL_GENES = 18236
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET     952      0.10163     0.022608     0.037299    0.0032204
CGE_1               SET     948      0.14017     0.031119     0.037635   9.8209e-05
CGE_2               SET     948     0.087854     0.019504     0.036973    0.0087528
CGE_3               SET     961     0.051739      0.01156     0.036884     0.080358
LGE_0               SET     941     0.086168     0.019063     0.037519     0.010826
LGE_1               SET     973      0.21994      0.04943     0.037775   2.9603e-09
LGE_2               SET     970      0.15196     0.034103     0.038223   3.5264e-05
LGE_3               SET    1015      0.10929     0.025056     0.036835    0.0015067
LGE_4               SET     957      0.17407     0.038817     0.037637    1.889e-06
LGE_5               SET     990       0.1242     0.028143     0.037344   0.00044181
LGE_6               SET     958      0.11635     0.025959     0.037811    0.0010468
LGE_7               SET     711    0.0058601    0.0011344     0.042067      0.44461
MGE_0               SET     916     0.077473     0.016922     0.038622      0.02244
MGE_1               SET     912     0.079793     0.017393     0.038063     0.018034
MGE_2               SET    1022      0.20454     0.047046      0.03727   2.0651e-08
MGE_3               SET     942      0.12573     0.027828     0.037002   0.00034051
MGE_4               SET     921      0.17252     0.037781     0.038429   3.5979e-06
MGE_5               SET    1000      0.13142     0.029921     0.036247    0.0001445
Other               SET    1121    -0.037975   -0.0091216     0.034546      0.86416
Progenitor_0        SET    1063     0.011831     0.002772     0.035803      0.37053
Progenitor_1        SET    1096    -0.022768   -0.0054115     0.034689      0.74419
Progenitor_10       SET    1098    -0.016433   -0.0039091     0.035985      0.67604
Progenitor_2        SET    1126     0.024953    0.0060063     0.033671      0.22932
Progenitor_3        SET    1174    -0.014927   -0.0036636     0.033853      0.67037
Progenitor_4        SET    1027     -0.01355   -0.0031239     0.036089      0.64634
Progenitor_5        SET    1081     0.011778    0.0027814     0.035025      0.36833
Progenitor_6        SET    1047    0.0053243    0.0012386     0.035743      0.44079
Progenitor_7        SET    1113    -0.032493   -0.0077787      0.03432      0.82811
Progenitor_8        SET    1109     -0.05799    -0.013859     0.034716      0.95257
Progenitor_9        SET    1080     0.014285     0.003372     0.034771       0.3406
