# TOTAL_GENES = 17957
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET    1031       0.0674      0.01568      0.03393     0.023501
CGE_1               SET     992     0.089222     0.020384     0.034959    0.0053564
CGE_2               SET     973      0.12585     0.028492      0.03575   0.00021609
CGE_3               SET     999     0.017484    0.0040076     0.034239      0.30481
LGE_0               SET    1000     0.076714     0.017592       0.0346     0.013312
LGE_1               SET    1042       0.1269     0.029669     0.035536   0.00017837
LGE_2               SET    1012      0.10296     0.023744     0.036208    0.0022332
LGE_3               SET    1080     0.059298     0.014099     0.034525     0.042953
LGE_4               SET     984      0.10256     0.023342      0.03657    0.0025223
LGE_5               SET     992     0.043491    0.0099359     0.036461      0.11648
LGE_6               SET     941      0.13922     0.031025     0.036234   6.1177e-05
LGE_7               SET     658    -0.024098   -0.0045277     0.040943      0.72192
MGE_0               SET    1043     0.087016     0.020354     0.034204    0.0054832
MGE_1               SET    1018     0.098208     0.022711     0.033986    0.0019309
MGE_2               SET    1121      0.18414      0.04455     0.035383   9.8646e-08
MGE_3               SET    1014      0.10231     0.023617      0.03554    0.0019982
MGE_4               SET     948      0.10777       0.0241     0.035526    0.0012104
MGE_5               SET     994     0.091508     0.020926     0.035604    0.0050869
Other               SET    1299    -0.096058    -0.024884     0.031058      0.99901
Progenitor_0        SET    1159    -0.017531   -0.0043077      0.03127      0.71247
Progenitor_1        SET    1166    -0.048983     -0.01207     0.032178      0.93602
Progenitor_10       SET    1078     -0.06582    -0.015636     0.034554      0.97159
Progenitor_2        SET    1236    -0.020987   -0.0053134     0.030041       0.7576
Progenitor_3        SET    1243    -0.063643    -0.016155     0.030891      0.98031
Progenitor_4        SET    1046    -0.037793   -0.0088519     0.033187      0.87259
Progenitor_5        SET    1101    -0.020582   -0.0049379     0.032413      0.73728
Progenitor_6        SET    1069    -0.049006    -0.011596     0.034366      0.92306
Progenitor_7        SET    1166     -0.04538    -0.011182     0.033464      0.91245
Progenitor_8        SET    1178    -0.089787     -0.02223     0.033338      0.99646
Progenitor_9        SET    1059    -0.070914    -0.016706     0.032374      0.98575
