# TOTAL_GENES = 18372
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET     956     0.045904     0.010195     0.040726      0.12986
CGE_1               SET     950     0.080398     0.017804     0.040554     0.023724
CGE_2               SET     951      0.11085     0.024558     0.040101    0.0028585
CGE_3               SET     963     0.026219    0.0058435     0.040238      0.25734
LGE_0               SET     944     0.034235    0.0075585     0.040137      0.19685
LGE_1               SET     975      0.13655     0.030612     0.039079   0.00023866
LGE_2               SET     972      0.08422     0.018853     0.038984     0.015384
LGE_3               SET    1016     0.092995     0.021256     0.038547    0.0079298
LGE_4               SET     959      0.12802     0.028477     0.039556   0.00060685
LGE_5               SET     992     0.062703     0.014172     0.037904      0.04905
LGE_6               SET     960     0.053351     0.011873     0.040388     0.093271
LGE_7               SET     713     0.032987    0.0063712     0.045754      0.23548
MGE_0               SET     918     0.066884     0.014573     0.040466     0.049194
MGE_1               SET     916     0.080096     0.017433      0.04053     0.024079
MGE_2               SET    1023      0.14283     0.032752     0.038211   9.3319e-05
MGE_3               SET     946      0.11019     0.024353     0.039405    0.0025882
MGE_4               SET     922     0.094059     0.020536     0.041228     0.011271
MGE_5               SET    1002     0.095165      0.02161     0.038961    0.0072995
Other               SET    1121    -0.057485     -0.01376     0.037788      0.93589
Progenitor_0        SET    1064   -0.0098999   -0.0023125     0.037958      0.60288
Progenitor_1        SET    1097    -0.041356   -0.0097996     0.037507      0.86489
Progenitor_10       SET    1098    -0.041309   -0.0097926     0.037406      0.86526
Progenitor_2        SET    1128    -0.026607   -0.0063875     0.037684      0.75992
Progenitor_3        SET    1174    -0.053001    -0.012963     0.036602      0.92618
Progenitor_4        SET    1027    -0.044319    -0.010182     0.039149      0.87118
Progenitor_5        SET    1082    -0.025484   -0.0059999     0.037907      0.74929
Progenitor_6        SET    1047    -0.020056   -0.0046495     0.037925      0.70153
Progenitor_7        SET    1114     -0.03851   -0.0091912     0.036263      0.85586
Progenitor_8        SET    1110    -0.055933    -0.013327     0.036346      0.93807
Progenitor_9        SET    1081    0.0040978   0.00096433     0.038101      0.45718
