# TOTAL_GENES = 17855
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET     940     0.049235     0.010996     0.057339      0.19527
CGE_1               SET     931     0.056078     0.012467     0.057848      0.16618
CGE_2               SET     932     0.011447    0.0025462     0.057942       0.4217
CGE_3               SET     955       0.1386     0.031186     0.058122    0.0085548
LGE_0               SET     922     0.044781    0.0099102     0.059394      0.22544
LGE_1               SET     965     -0.01737   -0.0039276     0.059206      0.61538
LGE_2               SET     956    0.0016036     0.000361     0.057336      0.48884
LGE_3               SET    1004    -0.018657    -0.004298     0.057471      0.62727
LGE_4               SET     946  -0.00055164  -0.00012357     0.058046      0.50379
LGE_5               SET     978    -0.032479   -0.0073905     0.058133      0.71181
LGE_6               SET     950     0.074711     0.016769     0.058584      0.10112
LGE_7               SET     707     0.028224    0.0055041     0.065092      0.33229
MGE_0               SET     904      0.14582     0.031971     0.059109    0.0068186
MGE_1               SET     906      0.12111      0.02658     0.058666     0.019502
MGE_2               SET    1014     -0.22422    -0.051895     0.056573      0.99996
MGE_3               SET     931   -0.0053964   -0.0011997     0.058209      0.53693
MGE_4               SET     912      0.22147      0.04876     0.058099   6.9208e-05
MGE_5               SET     989     0.021239    0.0048584     0.057074       0.3549
Other               SET    1111     0.014108     0.003408     0.053434      0.39588
Progenitor_0        SET    1051     0.066083     0.015554      0.05441      0.11228
Progenitor_1        SET    1087     0.075476     0.018047      0.05442     0.082745
Progenitor_10       SET    1089   -0.0024489  -0.00058607     0.055004      0.51776
Progenitor_2        SET    1116      0.13268     0.032119     0.052528    0.0057746
Progenitor_3        SET    1159      0.10637     0.026208     0.053193     0.022773
Progenitor_4        SET    1019      0.08112     0.018819     0.056568     0.075793
Progenitor_5        SET    1066      0.12859     0.030468     0.054049    0.0086834
Progenitor_6        SET    1038     0.084925     0.019873     0.055761     0.063887
Progenitor_7        SET    1105     0.013734    0.0033092     0.054395      0.40034
Progenitor_8        SET    1095     0.069863     0.016763     0.055574      0.10437
Progenitor_9        SET    1062      0.11853     0.028036     0.053631     0.013554
