# TOTAL_GENES = 16829
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET     982    0.0011193   0.00026237     0.058331      0.49235
CGE_1               SET     946     0.074862     0.017244     0.059808      0.10535
CGE_2               SET     928     -0.15493    -0.035366     0.060971      0.99447
CGE_3               SET     956       0.1386     0.032084     0.059193    0.0096084
LGE_0               SET     949     -0.02792   -0.0064407     0.060073      0.67895
LGE_1               SET    1003   -0.0036643  -0.00086753     0.060176      0.52428
LGE_2               SET     966    -0.030007   -0.0069801     0.060518      0.68999
LGE_3               SET    1034     -0.10999    -0.026414     0.058612       0.9697
LGE_4               SET     934     -0.02618   -0.0059942     0.062352      0.66271
LGE_5               SET     956     -0.16384    -0.037926     0.061737      0.99602
LGE_6               SET     898     0.072467     0.016287     0.061171      0.11809
LGE_7               SET     618     -0.11796    -0.022187     0.071787      0.94982
MGE_0               SET     996     0.044214     0.010433      0.05736      0.22042
MGE_1               SET     965     0.088272     0.020523     0.057875     0.063613
MGE_2               SET    1065     -0.27034    -0.065823     0.059027            1
MGE_3               SET     970    -0.013066   -0.0030453     0.060018      0.58617
MGE_4               SET     902     0.027012     0.006084     0.059419       0.3247
MGE_5               SET     947    0.0028004   0.00064537     0.060628      0.48158
Other               SET    1234    -0.028568    -0.007447     0.052277      0.70762
Progenitor_0        SET    1117      0.15681     0.039036     0.053239    0.0016153
Progenitor_1        SET    1115      0.09427     0.023448     0.054388     0.041533
Progenitor_10       SET    1044    -0.046978    -0.011332      0.05815      0.79041
Progenitor_2        SET    1193     0.093448     0.023983     0.051323     0.034331
Progenitor_3        SET    1196      0.11722      0.03012     0.052431     0.012692
Progenitor_4        SET     994      0.12155     0.028656      0.05585     0.014771
Progenitor_5        SET    1046      0.16486     0.039803     0.054646    0.0012794
Progenitor_6        SET    1025     0.018502     0.004425     0.057891      0.37464
Progenitor_7        SET    1126    -0.029943   -0.0074819     0.056217      0.70285
Progenitor_8        SET    1125     0.023272    0.0058125     0.055817      0.33837
Progenitor_9        SET    1008      0.21405     0.050795     0.054776   4.6777e-05
