# TOTAL_GENES = 18196
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET    1035      0.11183     0.025903     0.059036     0.029104
CGE_1               SET    1006      0.10523      0.02405     0.061127     0.042592
CGE_2               SET     981     -0.10533    -0.023788     0.062834      0.95314
CGE_3               SET    1005      0.10909     0.024921      0.06174     0.038632
Early_InN_0         SET     929      0.08054     0.017728      0.06554      0.10957
Early_InN_1         SET     948   -0.0060635   -0.0013475     0.063685      0.53793
Early_InN_2         SET    1056      0.08103     0.018946     0.061809     0.094946
Early_InN_3         SET     963     0.071969     0.016113     0.063912      0.13008
Early_InN_4         SET     910     0.088805     0.019357     0.066568     0.091107
Early_InN_5         SET     798     0.029374    0.0060153     0.068766      0.33463
LGE_0               SET    1026     0.014356    0.0033116     0.061297      0.40741
LGE_1               SET    1038     0.026311    0.0061026      0.05955      0.32931
LGE_2               SET    1023    -0.046014    -0.010599     0.059822       0.7791
LGE_3               SET    1088    -0.021758    -0.005159     0.058666      0.64463
LGE_4               SET     990      0.04083    0.0092614     0.060293      0.24915
LGE_5               SET    1003    -0.044063    -0.010056     0.059956       0.7688
LGE_6               SET     963     0.081813     0.018317     0.063372     0.098367
LGE_7               SET     664     0.036308    0.0068083      0.07562      0.31557
MGE_0               SET    1050     0.063498     0.014807     0.060394      0.14655
MGE_1               SET    1026      0.15883     0.036638     0.060537     0.004355
MGE_2               SET    1129     -0.13457    -0.032464       0.0565      0.99137
MGE_3               SET    1012     0.012102    0.0027737     0.061067      0.42145
MGE_4               SET     968     0.010684     0.002398     0.062846       0.4325
MGE_5               SET    1000    0.0040359   0.00091979     0.060194      0.47327
Microglia           SET    1219     -0.02951   -0.0073779     0.055068      0.70397
Progenitor_0        SET    1178     0.067052       0.0165     0.058395      0.12544
Progenitor_1        SET    1138     0.024543    0.0059429     0.058894      0.33844
Progenitor_10       SET    1070    -0.041577   -0.0097815     0.058902      0.75986
Progenitor_2        SET    1247     0.071163      0.01798     0.057168      0.10662
Progenitor_3        SET    1246     0.043115      0.01089     0.056251      0.22171
Progenitor_4        SET    1034      0.04896     0.011335     0.061277      0.21216
Progenitor_5        SET    1106     0.078244     0.018695     0.060806     0.099101
Progenitor_6        SET    1059    -0.065404    -0.015313     0.059818      0.86288
Progenitor_7        SET    1154     0.015812    0.0038537     0.056197      0.38922
Progenitor_8        SET    1177   -0.0061286   -0.0015075     0.056399      0.54327
Progenitor_9        SET    1055     0.032252    0.0075376     0.059646      0.29436
