# TOTAL_GENES = 17853
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
CGE_0               SET    1025     0.089234     0.020759     0.055886     0.055177
CGE_1               SET     988     0.071827     0.016423     0.056424      0.10152
CGE_2               SET     967     -0.13961    -0.031599       0.0576      0.99231
CGE_3               SET     994      0.10227     0.023451     0.057973     0.038864
Early_InN_0         SET     920      0.13624      0.03012      0.05888     0.010346
Early_InN_1         SET     941     0.032956    0.0073643     0.060131      0.29182
Early_InN_2         SET    1043     0.056197     0.013181     0.054988       0.1534
Early_InN_3         SET     946      0.12188     0.027303     0.057525     0.017066
Early_InN_4         SET     902      0.11248     0.024635     0.057429     0.025095
Early_InN_5         SET     786     0.072342     0.014842     0.062503      0.12356
LGE_0               SET    1008     0.054618     0.012607     0.057795      0.17233
LGE_1               SET    1032    -0.037204   -0.0086827     0.057898      0.73974
LGE_2               SET    1015    -0.015723    -0.003641     0.057041      0.60859
LGE_3               SET    1074    -0.093751    -0.022293     0.055815      0.95348
LGE_4               SET     980   -0.0074812    -0.001704     0.057247      0.55199
LGE_5               SET     992    -0.069181    -0.015848     0.057997      0.88353
LGE_6               SET     949      0.13622     0.030562     0.059101     0.010592
LGE_7               SET     655     0.028699    0.0053955     0.067496      0.33535
MGE_0               SET    1038      0.01871    0.0043784     0.056336       0.3699
MGE_1               SET    1014      0.12788     0.029599     0.055212     0.010282
MGE_2               SET    1119     -0.26069     -0.06319     0.055409            1
MGE_3               SET    1000   -0.0011015   -0.0002533      0.05757      0.50763
MGE_4               SET     954      0.11873     0.026703     0.057928     0.020212
MGE_5               SET     990    0.0082981    0.0018992      0.05757       0.4427
Microglia           SET    1208    -0.021597   -0.0054247     0.052312      0.66014
Progenitor_0        SET    1165      0.11755     0.029032     0.051707     0.011512
Progenitor_1        SET    1132     0.065219     0.015894     0.052717      0.10803
Progenitor_10       SET    1062    -0.015234   -0.0036035     0.056389      0.60648
Progenitor_2        SET    1236     0.058564     0.014867      0.05049      0.12305
Progenitor_3        SET    1234     0.097448     0.024719     0.051946      0.03034
Progenitor_4        SET    1027       0.1001     0.023308     0.056252     0.037589
Progenitor_5        SET    1090      0.15848     0.037946     0.054066    0.0016907
Progenitor_6        SET    1052   -0.0036025  -0.00084836     0.055262      0.52599
Progenitor_7        SET    1148    -0.012029   -0.0029508     0.053253      0.58936
Progenitor_8        SET    1165     0.066453     0.016413     0.053378      0.10659
Progenitor_9        SET    1043      0.12441      0.02918     0.054063     0.010695
